Date,Ticker,Adj_Close,SMA_20,SMA_50,SMA_200
2010-01-03,AXP,32.99216079711914,32.99216079711914,32.99216079711914,32.99216079711914
2010-01-04,AXP,32.91960525512695,32.95588302612305,32.95588302612305,32.95588302612305
2010-01-05,AXP,33.45173645019531,33.121167500813804,33.121167500813804,33.121167500813804
2010-01-06,AXP,33.99428176879883,33.33944606781006,33.33944606781006,33.33944606781006
2010-01-07,AXP,33.96998977661133,33.465554809570314,33.465554809570314,33.465554809570314
2010-01-10,AXP,33.5812873840332,33.4848435719808,33.4848435719808,33.4848435719808
2010-01-11,AXP,34.026676177978516,33.56224822998047,33.56224822998047,33.56224822998047
2010-01-12,AXP,34.131935119628906,33.63345909118652,33.63345909118652,33.63345909118652
2010-01-13,AXP,34.56112289428711,33.736532847086586,33.736532847086586,33.736532847086586
2010-01-14,AXP,34.32628631591797,33.795508193969724,33.795508193969724,33.795508193969724
2010-01-18,AXP,34.78784942626953,33.88572103326971,33.88572103326971,33.88572103326971
2010-01-19,AXP,34.80405044555664,33.96224848429362,33.96224848429362,33.96224848429362
2010-01-20,AXP,34.140037536621094,33.97592456524189,33.97592456524189,33.97592456524189
2010-01-21,AXP,31.2491455078125,33.78115463256836,33.78115463256836,33.78115463256836
2010-01-24,AXP,30.60132598876953,33.569166056315105,33.569166056315105,33.569166056315105
2010-01-25,AXP,30.852357864379883,33.39936554431915,33.39936554431915,33.39936554431915
2010-01-26,AXP,31.313928604125977,33.27669278313132,33.27669278313132,33.27669278313132
2010-01-27,AXP,30.309803009033203,33.1118655734592,33.1118655734592,33.1118655734592
2010-01-28,AXP,30.496070861816406,32.97419216758326,32.97419216758326,32.97419216758326
2010-01-31,AXP,30.941434860229492,32.872554302215576,32.872554302215576,32.872554302215576
2010-02-01,AXP,31.597339630126953,32.80281324386597,32.81182979402088,32.81182979402088
2010-02-02,AXP,31.03860092163086,32.70876302719116,32.73122848163951,32.73122848163951
2010-02-03,AXP,30.390779495239258,32.55571517944336,32.6294698300569,32.6294698300569
2010-02-04,AXP,30.64990234375,32.388496208190915,32.54698785146078,32.54698785146078
2010-02-07,AXP,29.79155731201172,32.17957458496094,32.436770629882815,32.436770629882815
2010-02-08,AXP,30.398883819580078,32.02045440673828,32.35839036794809,32.35839036794809
2010-02-09,AXP,30.568941116333008,31.847567653656007,32.29211446974013,32.29211446974013
2010-02-10,AXP,31.0062313079834,31.69128246307373,32.24619007110596,32.24619007110596
2010-02-11,AXP,31.111478805541992,31.518800258636475,32.207062096431336,32.207062096431336
2010-02-15,AXP,32.08320617675781,31.406646251678467,32.20293356577555,32.20293356577555
2010-02-16,AXP,31.621644973754883,31.248336029052734,32.18418232087166,32.18418232087166
2010-02-17,AXP,31.70262908935547,31.093264961242674,32.16913378238678,32.16913378238678
2010-02-18,AXP,31.629745483398438,30.967750358581544,32.15278868241744,32.15278868241744
2010-02-21,AXP,31.524463653564453,30.98151626586914,32.13430853451,32.13430853451
2010-02-22,AXP,30.714698791503906,30.987184906005858,32.09374825613839,32.09374825613839
2010-02-23,AXP,31.10338020324707,30.999736022949218,32.06623803244697,32.06623803244697
2010-02-24,AXP,30.80376625061035,30.974227905273438,32.03211717347841,32.03211717347841
2010-02-25,AXP,30.925243377685547,31.004999923706055,32.00298891569439,32.00298891569439
2010-02-28,AXP,30.87664222717285,31.024028491973876,31.97410823137332,31.97410823137332
2010-03-01,AXP,31.087186813354492,31.031316089630128,31.95193519592285,31.95193519592285
2010-03-02,AXP,30.998123168945312,31.001355266571046,31.92867148794779,31.92867148794779
2010-03-03,AXP,31.492076873779297,31.024029064178468,31.918276378086635,31.918276378086635
2010-03-04,AXP,32.55288314819336,31.132134246826173,31.933034675065862,31.933034675065862
2010-03-07,AXP,32.15610122680664,31.207444190979004,31.938104369423606,31.938104369423606
2010-03-08,AXP,32.14798355102539,31.32526550292969,31.942768351236978,31.942768351236978
2010-03-09,AXP,32.16419219970703,31.413530921936037,31.947581913160242,31.947581913160242
2010-03-10,AXP,32.47999572753906,31.509083652496336,31.958909866657663,31.958909866657663
2010-03-11,AXP,33.006351470947266,31.609089660644532,31.98073156674703,31.98073156674703
2010-03-14,AXP,32.957763671875,31.701403903961182,32.00067099746393,32.00067099746393
2010-03-15,AXP,33.13591384887695,31.75403928756714,32.02337585449219,32.02337585449219
2010-03-16,AXP,33.20880126953125,31.833397102355956,32.02770866394043,32.04661949008119
2010-03-17,AXP,33.20069885253906,31.908300590515136,32.03333053588867,32.06881332397461
2010-03-18,AXP,32.65815353393555,31.95972099304199,32.01745887756348,32.07993295057764
2010-03-21,AXP,33.265480041503906,32.04677181243896,32.00288284301758,32.10188752633554
2010-03-22,AXP,33.39505386352539,32.18078956604004,31.99138412475586,32.12539964155717
2010-03-23,AXP,33.20880126953125,32.286060619354245,31.98393440246582,32.144746099199565
2010-03-24,AXP,33.54081726074219,32.42291316986084,31.974217224121094,32.169238575717856
2010-03-25,AXP,33.29786682128906,32.541544342041014,31.957535858154298,32.18869768340012
2010-03-28,AXP,33.589385986328125,32.67718152999878,31.938101119995117,32.21243816311077
2010-03-29,AXP,33.58126449584961,32.80188541412353,31.92320068359375,32.23525193532308
2010-03-30,AXP,33.556854248046875,32.92982196807861,31.898580780029295,32.25691754700708
2010-03-31,AXP,33.91471862792969,33.050954055786136,31.88079414367676,32.283656274118734
2010-04-04,AXP,34.703609466552734,33.158490371704104,31.89206558227539,32.32206822955419
2010-04-05,AXP,35.06959533691406,33.304165077209475,31.96847457885742,32.36499834060669
2010-04-06,AXP,34.45962905883789,33.4197473526001,32.04564064025879,32.39722342857948
2010-04-07,AXP,35.53318786621094,33.58819713592529,32.13925724029541,32.44473804127086
2010-04-08,AXP,35.687705993652344,33.748582649230954,32.22673278808594,32.49314054802282
2010-04-11,AXP,36.22450256347656,33.90949020385742,32.3450267791748,32.548013518838324
2010-04-12,AXP,36.59048080444336,34.09112606048584,32.46691497802735,32.60660000123839
2010-04-13,AXP,37.786033630371094,34.323632049560544,32.60380695343017,32.680591910226006
2010-04-14,AXP,37.95684051513672,34.56103401184082,32.730996971130374,32.75490527085855
2010-04-15,AXP,36.679935455322266,34.73499584197998,32.8438236618042,32.809419578976105
2010-04-18,AXP,37.21670913696289,34.96292362213135,32.98034225463867,32.86979340853756
2010-04-19,AXP,37.574562072753906,35.17837772369385,33.11883544921875,32.93337136345941
2010-04-20,AXP,37.40378952026367,35.37881450653076,33.27108009338379,32.992976938883466
2010-04-21,AXP,38.038169860839844,35.62028293609619,33.42386581420899,33.05936105627762
2010-04-22,AXP,39.07918930053711,35.89720153808594,33.594070777893066,33.137540643865414
2010-04-25,AXP,38.33906173706055,36.14926128387451,33.74072738647461,33.20422681172689
2010-04-26,AXP,37.24112319946289,36.33184814453125,33.86332027435303,33.25532676600203
2010-04-27,AXP,37.47697830200195,36.52663383483887,33.97119571685791,33.30809741020202
2010-04-28,AXP,38.713191986083984,36.784450721740725,34.11302665710449,33.37482697286723
2010-04-29,AXP,37.509521484375,36.96419086456299,34.22916450500488,33.42525007666611
2010-05-02,AXP,38.38788604736328,37.14840469360352,34.36432731628418,33.48504087149379
2010-05-03,AXP,37.29804611206055,37.25982723236084,34.4797989654541,33.53043379102434
2010-05-04,AXP,36.135040283203125,37.3435977935791,34.58820579528808,33.56107622034409
2010-05-05,AXP,34.56536102294922,37.295206451416014,34.657445411682126,33.572753950606945
2010-05-06,AXP,33.02006912231445,37.16182460784912,34.70177146911621,33.56640125143117
2010-05-09,AXP,35.04520797729492,37.10285987854004,34.7841707611084,33.58320587331598
2010-05-10,AXP,35.24039077758789,37.03535537719726,34.8714457321167,33.60182592842016
