Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04 00:00:00+00:00,22.0,22.1924991607666,21.864999771118164,22.03499984741211,19.822799682617188,20180000
2010-01-05 00:00:00+00:00,21.825000762939453,21.88249969482422,21.5,21.782499313354492,19.595653533935547,25833600
2010-01-06 00:00:00+00:00,21.752500534057617,21.770000457763672,21.475000381469727,21.489999771118164,19.332523345947266,16254000
2010-01-07 00:00:00+00:00,21.49250030517578,21.75,21.387500762939453,21.690000534057617,19.51244354248047,27841200
2010-01-08 00:00:00+00:00,21.704999923706055,21.84749984741211,21.5575008392334,21.75,19.566425323486328,11907200
2010-01-11 00:00:00+00:00,21.877500534057617,21.985000610351562,21.542499542236328,21.6875,19.510196685791016,12912000
2010-01-12 00:00:00+00:00,21.645000457763672,21.762500762939453,21.462499618530273,21.584999084472656,19.41798210144043,12842000
2010-01-13 00:00:00+00:00,21.614999771118164,21.799999237060547,21.487499237060547,21.78499984741211,19.597904205322266,13428800
2010-01-14 00:00:00+00:00,21.74250030517578,21.88249969482422,21.625,21.860000610351562,19.665372848510742,18379600
2010-01-15 00:00:00+00:00,21.8700008392334,21.885000228881836,21.479999542236328,21.53499984741211,19.373014450073242,21295200
2010-01-19 00:00:00+00:00,21.542499542236328,22.102500915527344,21.424999237060547,21.962499618530273,19.757591247558594,15239600
2010-01-20 00:00:00+00:00,21.920000076293945,21.934999465942383,21.577499389648438,21.854999542236328,19.66087532043457,12771200
2010-01-21 00:00:00+00:00,21.862499237060547,21.975000381469727,21.030000686645508,21.112499237060547,18.992918014526367,28140800
2010-01-22 00:00:00+00:00,21.00749969482422,21.09749984741211,20.40999984741211,20.6825008392334,18.60608673095703,29776400
2010-01-25 00:00:00+00:00,20.850000381469727,20.952499389648438,20.352500915527344,20.50749969482422,18.448657989501953,16147200
2010-01-26 00:00:00+00:00,20.337499618530273,20.635000228881836,20.247499465942383,20.287500381469727,18.250751495361328,12437600
2010-01-27 00:00:00+00:00,20.219999313354492,21.032499313354492,20.15250015258789,20.977500915527344,18.871475219726562,19335200
2010-01-28 00:00:00+00:00,21.09000015258789,21.1200008392334,20.352500915527344,20.662500381469727,18.588098526000977,13070800
2010-01-29 00:00:00+00:00,20.649999618530273,21.2450008392334,20.467500686645508,20.50749969482422,18.448657989501953,20281600
2010-02-01 00:00:00+00:00,20.572500228881836,21.1875,20.549999237060547,20.915000915527344,18.815250396728516,16098000
2010-02-02 00:00:00+00:00,21.065000534057617,21.11750030517578,20.875,21.002500534057617,18.89396858215332,14441600
2010-02-03 00:00:00+00:00,21.059999465942383,21.122499465942383,20.524999618530273,20.8799991607666,18.783756256103516,32197600
2010-02-04 00:00:00+00:00,21.3125,21.545000076293945,20.700000762939453,20.762500762939453,18.67805290222168,66486800
2010-02-05 00:00:00+00:00,20.829999923706055,20.96500015258789,20.135000228881836,20.639999389648438,18.567859649658203,38687200
2010-02-08 00:00:00+00:00,20.725000381469727,21.094999313354492,20.639999389648438,20.762500762939453,18.67805290222168,23966800
2010-02-09 00:00:00+00:00,20.922500610351562,21.032499313354492,20.674999237060547,20.8174991607666,18.7275333404541,17968000
2010-02-10 00:00:00+00:00,20.872499465942383,20.977500915527344,20.72249984741211,20.90999984741211,18.839031219482422,14572800
2010-02-11 00:00:00+00:00,20.947500228881836,21.302499771118164,20.8125,21.28499984741211,19.17689323425293,18044800
2010-02-12 00:00:00+00:00,21.125,21.235000610351562,20.912500381469727,21.19499969482422,19.09580421447754,22114800
2010-02-16 00:00:00+00:00,21.3075008392334,21.485000610351562,21.299999237060547,21.469999313354492,19.343568801879883,16065600
2010-02-17 00:00:00+00:00,21.502500534057617,21.635000228881836,21.440000534057617,21.604999542236328,19.465192794799805,14976800
2010-02-18 00:00:00+00:00,21.5,21.862499237060547,21.5,21.739999771118164,19.586820602416992,15289200
2010-02-19 00:00:00+00:00,21.5,21.7450008392334,21.372499465942383,21.702499389648438,19.553043365478516,13672000
2010-02-22 00:00:00+00:00,21.762500762939453,21.940000534057617,21.702499389648438,21.727500915527344,19.5755615234375,11572800
2010-02-23 00:00:00+00:00,21.7549991607666,21.897499084472656,21.514999389648438,21.530000686645508,19.397626876831055,19129200
2010-02-24 00:00:00+00:00,21.55500030517578,21.65250015258789,21.1875,21.407499313354492,19.287254333496094,16210000
2010-02-25 00:00:00+00:00,21.1875,21.360000610351562,20.934999465942383,21.3075008392334,19.197158813476562,14140800
2010-02-26 00:00:00+00:00,21.395000457763672,21.43000030517578,21.2549991607666,21.31999969482422,19.208412170410156,12476400
2010-03-01 00:00:00+00:00,21.375,21.735000610351562,21.31999969482422,21.704999923706055,19.555301666259766,13495200
2010-03-02 00:00:00+00:00,21.704999923706055,21.7450008392334,21.5625,21.612499237060547,19.471954345703125,12901200
2010-03-03 00:00:00+00:00,21.649999618530273,21.802499771118164,21.559999465942383,21.700000762939453,19.550785064697266,13658000
2010-03-04 00:00:00+00:00,21.75,21.862499237060547,21.532499313354492,21.760000228881836,19.60484504699707,14576800
2010-03-05 00:00:00+00:00,21.850000381469727,22.139999389648438,21.774999618530273,22.127500534057617,19.93594741821289,19503600
2010-03-08 00:00:00+00:00,22.112499237060547,22.732500076293945,22.022499084472656,22.657499313354492,20.413454055786133,31258400
2010-03-09 00:00:00+00:00,22.5625,22.917499542236328,22.46500015258789,22.537500381469727,20.305341720581055,36690800
2010-03-10 00:00:00+00:00,22.434999465942383,22.952499389648438,22.387500762939453,22.8799991607666,20.61391258239746,28438800
2010-03-11 00:00:00+00:00,22.74250030517578,23.31999969482422,22.700000762939453,23.184999465942383,20.88870620727539,55125200
2010-03-12 00:00:00+00:00,23.292499542236328,23.407499313354492,23.162500381469727,23.3125,21.003583908081055,28641200
2010-03-15 00:00:00+00:00,23.217500686645508,23.287500381469727,22.780000686645508,23.102500915527344,20.814376831054688,20734000
2010-03-16 00:00:00+00:00,23.170000076293945,23.227500915527344,22.837499618530273,22.912500381469727,20.643192291259766,19068000
2010-03-17 00:00:00+00:00,23.030000686645508,23.102500915527344,22.809999465942383,22.877500534057617,20.61166000366211,14785200
2010-03-18 00:00:00+00:00,22.875,22.954999923706055,22.520000457763672,22.532499313354492,20.300832748413086,18766000
2010-03-19 00:00:00+00:00,22.209999084472656,22.6875,22.172500610351562,22.209999084472656,20.010276794433594,24224000
2010-03-22 00:00:00+00:00,22.09749984741211,22.4375,22.045000076293945,22.309999465942383,20.10036277770996,16674400
2010-03-23 00:00:00+00:00,22.375,22.575000762939453,22.3125,22.4950008392334,20.26705551147461,13516400
2010-03-24 00:00:00+00:00,22.399999618530273,22.485000610351562,22.147499084472656,22.1875,19.990015029907227,15611600
2010-03-25 00:00:00+00:00,22.420000076293945,22.94499969482422,22.372499465942383,22.602500915527344,20.363901138305664,20353600
2010-03-26 00:00:00+00:00,22.6825008392334,22.8125,22.412500381469727,22.5625,20.32786750793457,13536000
2010-03-29 00:00:00+00:00,22.642499923706055,22.790000915527344,22.53499984741211,22.559999465942383,20.325611114501953,11134400
2010-03-30 00:00:00+00:00,22.61750030517578,22.959999084472656,22.584999084472656,22.75,20.496795654296875,16330800
2010-03-31 00:00:00+00:00,22.674999237060547,23.049999237060547,22.6299991607666,22.75749969482422,20.503559112548828,12504400
2010-04-01 00:00:00+00:00,22.920000076293945,23.145000457763672,22.827499389648438,23.137500762939453,20.84590721130371,17464400
2010-04-05 00:00:00+00:00,23.262500762939453,23.299999237060547,23.024999618530273,23.11750030517578,20.82790184020996,15363200
2010-04-06 00:00:00+00:00,23.00749969482422,23.332500457763672,22.952499389648438,23.100000381469727,20.8121280670166,13813600
2010-04-07 00:00:00+00:00,23.125,23.125,22.657499313354492,22.677499771118164,20.431474685668945,14750400
2010-04-08 00:00:00+00:00,22.665000915527344,23.020000457763672,22.625,22.872499465942383,20.607152938842773,10770000
2010-04-09 00:00:00+00:00,22.985000610351562,23.15250015258789,22.912500381469727,23.1299991607666,20.839157104492188,9567200
2010-04-12 00:00:00+00:00,23.262500762939453,23.372499465942383,23.125,23.297500610351562,20.99006462097168,9323200
2010-04-13 00:00:00+00:00,23.352500915527344,23.447500228881836,23.040000915527344,23.197500228881836,20.899974822998047,11436000
2010-04-14 00:00:00+00:00,23.290000915527344,23.610000610351562,23.21500015258789,23.565000534057617,21.2310733795166,17329200
2010-04-15 00:00:00+00:00,23.59000015258789,23.815000534057617,23.482500076293945,23.612499237060547,21.273862838745117,20639200
2010-04-16 00:00:00+00:00,23.520000457763672,23.727500915527344,23.200000762939453,23.462499618530273,21.138721466064453,18766400
2010-04-19 00:00:00+00:00,23.299999237060547,23.545000076293945,23.020000457763672,23.280000686645508,20.97430419921875,12586400
2010-04-20 00:00:00+00:00,23.412500381469727,23.522499084472656,23.125,23.512500762939453,21.183774948120117,9090400
2010-04-21 00:00:00+00:00,23.587499618530273,23.594999313354492,23.21500015258789,23.282499313354492,20.9765567779541,11365600
2010-04-22 00:00:00+00:00,23.204999923706055,23.799999237060547,23.114999771118164,23.78499984741211,21.42928695678711,14658400
2010-04-23 00:00:00+00:00,24.049999237060547,24.204999923706055,23.8075008392334,24.147499084472656,21.75588607788086,12498800
2010-04-26 00:00:00+00:00,24.25749969482422,24.297500610351562,23.885000228881836,24.0,21.62299346923828,18274800
